date,time,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
2025-01-24,04:00:00,680.92,7.15,27.42,29.68,14.42,15.1,20.04,3.93,2.0
2025-01-24,05:00:00,620.84,7.71,21.59,40.05,15.74,15.85,21.27,4.5,2.0
2025-01-24,06:00:00,547.41,6.03,17.14,60.08,15.5,16.1,21.35,4.05,2.0
2025-01-24,07:00:00,407.22,2.88,10.02,100.14,11.21,15.13,18.96,2.72,3.0
2025-01-24,08:00:00,370.5,1.61,7.37,121.59,8.82,16.91,20.27,2.34,3.0
2025-01-24,09:00:00,347.14,1.31,6.6,121.59,7.39,17.19,21.03,2.31,3.0
2025-01-24,10:00:00,337.12,1.38,7.03,111.58,6.62,16.51,20.83,2.28,3.0
2025-01-24,11:00:00,357.15,1.59,9.34,103.0,6.79,17.06,21.87,2.41,3.0
2025-01-24,12:00:00,390.53,1.24,13.19,91.55,6.85,17.44,22.6,2.63,2.0
2025-01-24,13:00:00,473.98,0.23,21.59,74.39,8.46,18.9,24.73,3.8,2.0
2025-01-24,14:00:00,514.03,0.0,23.65,64.37,9.42,20.39,26.99,5.07,2.0
2025-01-24,15:00:00,514.03,0.0,22.62,62.94,9.42,22.4,29.73,5.76,2.0
2025-01-24,16:00:00,534.06,0.0,22.28,60.8,8.7,25.56,34.05,6.52,3.0
2025-01-24,17:00:00,574.11,0.0,22.96,59.37,8.23,30.09,39.84,6.71,3.0
2025-01-24,18:00:00,580.79,0.0,22.62,63.66,7.87,35.14,45.36,5.26,3.0
2025-01-24,19:00:00,547.41,0.0,19.36,69.38,7.27,38.82,48.89,3.32,3.0
2025-01-24,20:00:00,487.33,0.0,13.54,75.82,6.02,41.48,51.42,2.12,3.0
2025-01-24,21:00:00,447.27,0.0,10.02,77.25,5.19,43.78,53.7,1.5,3.0
2025-01-24,22:00:00,423.91,0.0,8.31,77.25,5.01,46.14,56.14,1.22,3.0
2025-01-24,23:00:00,410.56,0.0,7.63,76.53,5.13,48.13,57.8,1.17,3.0
2025-01-25,00:00:00,410.56,0.0,8.23,74.39,5.19,49.54,58.12,1.12,3.0
2025-01-25,01:00:00,447.27,0.0,12.0,67.23,5.25,48.93,56.74,1.35,3.0
2025-01-25,02:00:00,574.11,0.13,23.31,52.93,6.26,47.57,55.68,1.76,3.0
2025-01-25,03:00:00,734.33,3.38,32.56,41.13,7.87,46.12,54.4,2.18,3.0
2025-01-25,04:00:00,634.19,4.69,24.33,52.21,8.82,35.37,42.3,2.56,3.0
2025-01-25,05:00:00,527.38,4.14,17.82,62.94,9.42,30.59,37.19,3.61,3.0
2025-01-25,06:00:00,473.98,3.49,14.74,72.96,10.13,27.61,33.89,3.99,3.0
2025-01-25,07:00:00,370.5,1.73,8.74,92.98,7.87,17.93,21.78,2.47,2.0
2025-01-25,08:00:00,333.79,1.08,6.43,103.0,6.38,15.51,18.69,2.06,3.0
2025-01-25,09:00:00,317.1,0.89,5.23,104.43,5.19,14.87,17.97,1.99,3.0
2025-01-25,10:00:00,303.75,0.91,4.54,105.86,4.11,12.67,15.3,1.71,3.0
2025-01-25,11:00:00,320.43,1.06,6.17,103.0,4.29,13.52,16.4,1.92,3.0
2025-01-25,12:00:00,340.46,0.92,8.91,94.41,4.29,14.46,17.74,2.18,2.0
2025-01-25,13:00:00,387.19,0.22,14.22,82.25,5.13,15.4,19.2,3.2,2.0
2025-01-25,14:00:00,420.57,0.0,15.94,73.67,5.84,15.65,19.82,4.18,2.0
2025-01-25,15:00:00,427.25,0.0,15.77,69.38,6.26,16.6,21.09,4.75,2.0
2025-01-25,16:00:00,447.27,0.0,16.11,65.09,5.96,19.03,24.14,5.45,2.0
2025-01-25,17:00:00,467.3,0.0,17.31,60.08,5.54,21.19,26.8,5.64,2.0
2025-01-25,18:00:00,473.98,0.0,16.96,58.65,5.13,22.83,28.58,4.37,2.0
2025-01-25,19:00:00,460.62,0.0,15.25,58.65,4.53,24.92,30.73,2.85,2.0
2025-01-25,20:00:00,433.92,0.0,12.51,58.65,3.99,27.59,33.67,2.15,3.0
2025-01-25,21:00:00,417.23,0.0,10.11,58.65,3.61,30.55,36.91,1.74,3.0
2025-01-25,22:00:00,413.89,0.0,9.34,57.22,3.64,33.42,40.05,1.63,3.0
2025-01-25,23:00:00,423.91,0.0,9.6,55.07,3.87,35.94,42.77,1.99,3.0
2025-01-26,00:00:00,440.6,0.0,11.48,52.21,4.23,37.61,44.49,2.6,3.0
2025-01-26,01:00:00,507.35,0.01,17.31,45.78,4.77,38.44,45.49,3.61,3.0
2025-01-26,02:00:00,700.95,0.89,32.56,32.19,6.2,38.99,46.46,4.81,3.0
2025-01-26,03:00:00,881.2,9.5,35.99,32.9,7.87,36.82,44.09,5.13,3.0
2025-01-26,04:00:00,687.6,8.61,23.31,53.64,8.34,29.1,35.1,4.31,3.0
2025-01-26,05:00:00,560.76,6.03,16.45,69.38,7.99,26.84,32.84,4.88,3.0
2025-01-26,06:00:00,460.62,3.46,11.82,91.55,7.21,25.86,31.18,4.81,3.0
2025-01-26,07:00:00,283.72,1.05,4.2,103.0,4.17,15.44,17.43,1.46,3.0
2025-01-26,08:00:00,270.37,0.82,3.56,105.86,3.49,16.45,18.13,1.16,3.0
2025-01-26,09:00:00,270.37,0.76,3.51,105.86,3.22,18.74,20.5,1.14,3.0
2025-01-26,10:00:00,280.38,0.81,4.07,105.86,3.4,20.95,22.85,1.17,3.0
2025-01-26,11:00:00,300.41,0.92,5.83,103.0,3.87,22.82,24.93,1.42,3.0
2025-01-26,12:00:00,323.77,0.71,8.57,97.27,4.29,24.08,26.36,1.65,2.0
2025-01-26,13:00:00,383.85,0.11,14.91,85.12,5.84,26.38,29.3,2.85,3.0
2025-01-26,14:00:00,400.54,0.0,15.42,78.68,6.38,28.08,31.57,3.64,3.0
2025-01-26,15:00:00,390.53,0.0,13.02,78.68,6.2,28.58,32.34,3.67,3.0
2025-01-26,16:00:00,393.87,0.0,11.65,77.96,5.72,29.76,33.99,3.93,3.0
2025-01-26,17:00:00,417.23,0.0,12.34,74.39,5.54,33.89,38.88,4.5,3.0
2025-01-26,18:00:00,427.25,0.0,12.85,71.53,5.25,38.45,43.91,4.69,3.0
2025-01-26,19:00:00,427.25,0.0,13.19,67.95,4.95,41.55,47.18,4.88,3.0
2025-01-26,20:00:00,433.92,0.0,13.02,63.66,5.36,44.18,50.05,5.26,3.0
2025-01-26,21:00:00,427.25,0.0,11.82,60.8,5.19,46.29,52.36,4.88,3.0
2025-01-26,22:00:00,433.92,0.0,11.82,57.22,5.07,48.2,54.57,4.37,3.0
2025-01-26,23:00:00,460.62,0.0,13.54,50.78,5.25,50.51,57.2,4.02,4.0
2025-01-27,00:00:00,520.71,0.0,17.65,43.63,5.72,52.86,59.96,3.58,4.0
2025-01-27,01:00:00,680.92,0.16,29.82,29.33,6.62,56.5,64.43,3.55,4.0
2025-01-27,02:00:00,1108.17,6.98,54.84,6.44,8.82,62.54,72.09,3.86,4.0
2025-01-27,03:00:00,1642.23,33.97,59.63,9.12,11.44,67.95,78.48,3.7,4.0
2025-01-27,04:00:00,1708.98,40.23,56.21,22.53,14.31,68.68,79.11,4.62,4.0
2025-01-27,05:00:00,1428.6,27.49,49.35,40.41,15.97,66.9,77.04,6.65,4.0
2025-01-27,06:00:00,1041.41,13.3,36.67,71.53,15.97,62.24,71.47,6.84,4.0
2025-01-27,07:00:00,447.27,2.07,8.83,114.44,7.87,43.78,47.29,1.88,3.0
2025-01-27,08:00:00,383.85,1.1,5.57,123.02,5.72,42.54,45.44,1.46,3.0
2025-01-27,09:00:00,377.18,0.95,5.27,124.45,5.19,45.78,48.77,1.52,3.0
2025-01-27,10:00:00,387.19,0.98,6.08,124.45,5.36,49.38,52.55,1.65,3.0
2025-01-27,11:00:00,413.89,1.03,8.4,120.16,5.9,52.95,56.43,1.93,4.0
2025-01-27,12:00:00,440.6,0.71,12.0,110.15,6.26,56.71,60.54,2.15,4.0
2025-01-27,13:00:00,520.71,0.08,19.36,94.41,8.23,62.59,67.26,3.29,4.0
2025-01-27,14:00:00,567.44,0.0,22.28,83.68,9.66,66.39,71.85,4.5,4.0
2025-01-27,15:00:00,554.08,0.0,20.22,81.54,9.3,64.17,69.87,4.81,4.0
2025-01-27,16:00:00,540.73,0.0,17.82,80.82,8.23,59.77,65.62,5.0,4.0
2025-01-27,17:00:00,554.08,0.0,17.48,79.39,7.63,56.27,62.36,5.32,4.0
2025-01-27,18:00:00,554.08,0.0,17.14,77.96,7.09,52.09,58.09,5.26,4.0
2025-01-27,19:00:00,527.38,0.0,15.25,77.96,6.56,49.26,55.2,4.75,3.0
2025-01-27,20:00:00,500.68,0.0,12.51,77.96,6.44,48.57,54.85,3.8,3.0
2025-01-27,21:00:00,500.68,0.0,10.71,77.96,6.79,49.26,56.06,2.56,3.0
2025-01-27,22:00:00,520.71,0.0,10.97,73.67,6.74,52.04,59.3,1.74,4.0
2025-01-27,23:00:00,554.08,0.0,12.17,67.23,6.74,55.2,62.7,1.42,4.0
2025-01-28,00:00:00,600.81,0.0,14.57,65.09,7.75,61.66,68.74,1.14,4.0
2025-01-28,01:00:00,720.98,0.0,22.96,60.08,9.06,67.44,73.76,1.0,4.0
2025-01-28,02:00:00,1054.76,0.31,48.67,38.27,11.32,74.68,81.91,1.22,4.0
2025-01-28,03:00:00,1468.66,7.6,71.29,18.42,13.95,79.93,88.59,1.41,5.0
2025-01-28,04:00:00,1201.63,5.81,54.15,45.78,19.07,69.54,77.48,1.66,4.0
2025-01-28,05:00:00,1001.36,4.81,39.41,67.95,20.74,62.02,69.87,3.51,4.0
2025-01-28,06:00:00,847.82,3.44,29.47,94.41,21.7,59.76,67.73,4.56,4.0
2025-01-28,07:00:00,574.11,1.9,10.62,145.91,12.52,42.56,46.78,1.92,4.0
2025-01-28,08:00:00,494.0,1.05,6.85,160.22,8.94,39.16,42.23,1.31,4.0
2025-01-28,09:00:00,467.3,0.92,6.43,155.93,7.51,38.03,40.81,1.33,4.0
2025-01-28,10:00:00,460.62,0.96,7.28,148.77,7.27,36.69,39.38,1.35,4.0
2025-01-28,11:00:00,480.65,1.05,10.02,140.19,7.87,35.75,38.54,1.52,4.0
2025-01-28,12:00:00,507.35,0.78,14.22,128.75,8.58,35.06,38.01,1.73,3.0
2025-01-28,13:00:00,607.49,0.09,23.31,110.15,11.21,38.11,42.0,3.04,3.0
2025-01-28,14:00:00,654.22,0.0,25.7,95.84,12.4,40.7,45.66,4.43,3.0
2025-01-28,15:00:00,640.87,0.0,22.62,90.84,11.92,39.92,45.42,4.88,3.0
2025-01-28,16:00:00,614.17,0.0,18.68,90.84,10.49,35.73,41.29,4.88,3.0
2025-01-28,17:00:00,614.17,0.0,17.14,90.84,9.89,34.93,40.5,4.62,3.0
2025-01-28,18:00:00,607.49,0.0,16.79,90.84,9.42,40.54,46.26,3.99,3.0
2025-01-28,19:00:00,574.11,0.0,14.22,90.84,8.34,46.47,52.3,3.17,3.0
2025-01-28,20:00:00,527.38,0.0,10.62,92.98,7.15,54.48,61.03,2.28,4.0
2025-01-28,21:00:00,500.68,0.0,8.31,94.41,7.03,63.63,71.05,1.54,4.0
2025-01-28,22:00:00,494.0,0.0,7.88,94.41,8.34,72.08,80.06,1.08,4.0
2025-01-28,23:00:00,514.03,0.0,8.57,87.98,9.89,81.74,90.05,0.65,5.0
2025-01-29,00:00:00,540.73,0.0,10.45,80.11,11.09,89.69,97.48,0.27,5.0
2025-01-29,01:00:00,614.17,0.0,16.11,69.38,11.68,92.53,100.09,0.27,5.0
2025-01-29,02:00:00,781.06,0.13,30.5,52.21,12.52,89.02,97.13,0.75,5.0
2025-01-29,03:00:00,934.6,4.08,39.41,43.63,13.23,79.29,87.38,1.52,5.0
2025-01-29,04:00:00,781.06,4.97,28.45,70.1,12.52,58.5,65.15,2.18,4.0
2025-01-29,05:00:00,654.22,3.63,19.88,90.84,11.56,49.18,55.51,3.01,3.0
2025-01-29,06:00:00,574.11,2.6,13.88,114.44,10.37,43.55,49.67,3.55,3.0
2025-01-29,07:00:00,433.92,1.37,7.2,131.61,6.74,29.95,33.73,2.09,3.0
2025-01-29,08:00:00,397.21,1.08,6.0,135.9,5.54,25.25,28.48,1.79,3.0
2025-01-29,09:00:00,380.52,1.01,5.91,133.04,5.13,25.1,28.56,1.79,3.0
2025-01-29,10:00:00,373.84,1.01,6.6,127.32,5.01,24.06,27.41,1.61,3.0
2025-01-29,11:00:00,390.53,1.05,8.91,118.73,5.3,24.4,27.91,1.68,3.0
2025-01-29,12:00:00,420.57,0.67,12.51,108.72,5.42,24.73,28.53,1.84,3.0
2025-01-29,13:00:00,507.35,0.08,19.88,94.41,7.21,26.97,31.66,2.98,3.0
2025-01-29,14:00:00,547.41,0.0,22.62,83.68,8.82,28.3,33.9,4.31,3.0
2025-01-29,15:00:00,534.06,0.0,21.76,77.96,9.06,30.31,36.58,5.0,3.0
2025-01-29,16:00:00,500.68,0.0,18.16,77.96,7.63,33.36,39.92,5.0,3.0
2025-01-29,17:00:00,500.68,0.0,16.45,77.25,6.97,37.05,43.85,4.69,3.0
2025-01-29,18:00:00,500.68,0.0,16.28,74.39,6.62,41.17,48.21,3.67,3.0
2025-01-29,19:00:00,507.35,0.0,16.79,68.66,6.2,44.95,52.33,2.82,3.0
2025-01-29,20:00:00,487.33,0.0,15.08,65.09,5.96,47.1,54.53,2.5,3.0
2025-01-29,21:00:00,460.62,0.0,12.68,62.94,5.66,47.21,54.48,2.22,3.0
2025-01-29,22:00:00,460.62,0.0,12.51,58.65,5.54,47.69,54.95,2.01,3.0
2025-01-29,23:00:00,487.33,0.0,13.71,52.21,5.48,48.74,56.22,1.76,3.0
2025-01-30,00:00:00,520.71,0.0,16.11,45.78,5.48,49.64,57.3,1.5,3.0
2025-01-30,01:00:00,614.17,0.03,23.65,38.27,5.9,50.4,58.36,1.6,4.0
2025-01-30,02:00:00,907.9,2.18,45.24,18.24,7.63,53.32,62.34,2.25,4.0
2025-01-30,03:00:00,1295.09,19.89,51.41,15.91,10.25,56.07,66.16,2.94,4.0
2025-01-30,04:00:00,1001.36,13.86,37.7,42.92,13.35,47.69,56.26,2.98,3.0
2025-01-30,05:00:00,801.09,9.16,27.42,67.23,14.78,45.36,53.64,3.83,3.0
2025-01-30,06:00:00,674.25,5.31,21.08,101.57,16.69,47.31,55.38,4.24,3.0
2025-01-30,07:00:00,433.92,1.98,9.34,115.87,10.85,28.64,32.85,2.12,3.0
2025-01-30,08:00:00,373.84,1.37,7.03,113.01,8.7,20.85,23.72,1.66,3.0
2025-01-30,09:00:00,353.81,1.2,7.2,104.43,8.11,16.85,19.33,1.68,3.0
2025-01-30,10:00:00,347.14,1.02,8.57,94.41,7.51,12.29,14.33,1.63,2.0
2025-01-30,11:00:00,373.84,1.15,11.48,86.55,8.11,10.6,12.55,1.84,2.0
2025-01-30,12:00:00,407.22,0.96,15.25,77.25,8.58,9.87,11.89,2.09,2.0
2025-01-30,13:00:00,620.84,0.61,33.59,51.5,11.09,12.07,15.13,3.93,2.0
2025-01-30,14:00:00,767.71,0.02,42.84,31.11,12.64,15.35,20.04,6.21,2.0
2025-01-30,15:00:00,754.36,0.02,37.36,29.68,12.28,17.71,23.63,7.35,2.0
2025-01-30,16:00:00,674.25,0.01,29.47,35.05,10.61,19.72,26.56,7.47,2.0
2025-01-30,17:00:00,640.87,0.01,26.73,37.91,9.42,21.39,28.54,6.71,2.0
2025-01-30,18:00:00,620.84,0.0,25.36,38.27,8.7,21.47,28.2,5.45,2.0
2025-01-30,19:00:00,567.44,0.0,21.08,41.48,7.99,20.57,26.49,3.93,2.0
2025-01-30,20:00:00,500.68,0.0,15.25,46.49,7.33,21.1,26.82,2.82,2.0
2025-01-30,21:00:00,460.62,0.0,11.82,48.64,6.68,23.65,29.74,2.25,2.0
2025-01-30,22:00:00,460.62,0.0,11.31,47.92,6.62,26.75,33.25,1.92,3.0
2025-01-30,23:00:00,480.65,0.0,11.65,45.78,6.91,28.91,35.19,1.93,3.0
2025-01-31,00:00:00,500.68,0.0,13.02,43.99,7.45,33.42,38.67,1.71,3.0
2025-01-31,01:00:00,574.11,0.01,18.68,38.62,8.23,35.55,40.28,1.93,3.0
2025-01-31,02:00:00,767.71,0.61,33.93,23.6,10.37,33.87,39.55,2.66,3.0
2025-01-31,03:00:00,1014.71,10.06,40.1,19.13,13.11,32.54,39.18,3.58,3.0
2025-01-31,04:00:00,847.82,9.95,29.13,45.42,14.9,28.54,34.58,3.7,3.0
2025-01-31,05:00:00,727.65,6.98,22.62,72.96,16.21,29.91,36.24,4.37,3.0
2025-01-31,06:00:00,674.25,4.3,18.51,110.15,17.4,36.62,43.32,4.43,3.0
2025-01-31,07:00:00,440.6,1.54,8.14,128.75,10.25,24.51,28.09,2.25,3.0
2025-01-31,08:00:00,390.53,1.06,6.08,134.47,7.75,20.26,22.9,1.73,3.0
2025-01-31,09:00:00,383.85,1.02,6.08,131.61,6.91,19.32,21.93,1.71,3.0
2025-01-31,10:00:00,387.19,1.05,7.03,125.89,6.56,18.24,20.82,1.76,3.0
2025-01-31,11:00:00,410.56,1.13,9.42,115.87,6.68,17.13,19.73,1.93,3.0
2025-01-31,12:00:00,433.92,0.87,12.85,104.43,6.68,15.84,18.47,2.18,3.0
2025-01-31,13:00:00,534.06,0.17,22.62,82.25,8.82,16.12,19.36,3.42,2.0
2025-01-31,14:00:00,614.17,0.0,27.76,63.66,10.85,16.88,21.17,5.13,2.0
2025-01-31,15:00:00,614.17,0.0,26.05,53.64,10.85,16.46,21.58,6.21,2.0
2025-01-31,16:00:00,560.76,0.0,21.25,48.64,9.3,14.84,20.27,6.52,2.0
2025-01-31,17:00:00,520.71,0.0,17.48,49.35,7.99,15.29,20.62,6.08,2.0
2025-01-31,18:00:00,494.0,0.0,15.08,55.79,7.15,18.17,23.08,4.75,2.0
2025-01-31,19:00:00,440.6,0.0,11.65,60.08,5.9,17.3,21.27,2.94,2.0
2025-01-31,20:00:00,393.87,0.0,8.05,55.79,4.47,12.99,15.87,1.87,2.0
2025-01-31,21:00:00,370.5,0.0,6.51,50.78,4.05,10.29,12.54,1.38,2.0
2025-01-31,22:00:00,363.83,0.0,6.25,47.92,4.29,9.44,11.27,1.23,1.0
2025-01-31,23:00:00,367.16,0.0,6.6,45.78,4.89,9.05,10.75,1.22,1.0
2025-02-01,00:00:00,383.85,0.0,7.97,43.99,5.54,8.76,10.43,1.31,1.0
2025-02-01,01:00:00,433.92,0.01,12.51,38.62,6.68,8.83,10.77,1.6,1.0
2025-02-01,02:00:00,554.08,0.19,21.93,28.97,8.46,9.49,11.91,1.99,1.0
2025-02-01,03:00:00,660.9,3.44,26.05,26.11,10.37,10.13,12.92,2.5,2.0
2025-02-01,04:00:00,607.49,4.97,19.71,47.92,10.97,11.21,13.97,2.56,2.0
2025-02-01,05:00:00,534.06,3.74,14.57,74.39,11.68,12.58,15.26,2.66,2.0
2025-02-01,06:00:00,500.68,2.46,10.97,105.86,12.28,16.05,18.83,2.88,3.0
2025-02-01,07:00:00,407.22,1.02,5.65,127.32,7.75,18.33,20.52,1.52,3.0
2025-02-01,08:00:00,363.83,0.75,4.33,127.32,5.36,17.0,18.89,1.11,3.0
2025-02-01,09:00:00,343.8,0.75,4.28,121.59,4.41,15.13,16.86,1.11,3.0
2025-02-01,10:00:00,337.12,0.81,4.88,117.3,4.17,13.31,14.91,1.17,3.0
2025-02-01,11:00:00,350.48,0.92,6.68,111.58,4.47,12.66,14.34,1.42,3.0
2025-02-01,12:00:00,367.16,0.76,9.25,101.57,4.59,11.89,13.69,1.69,3.0
2025-02-01,13:00:00,647.54,0.36,34.27,67.23,6.62,14.69,17.92,4.43,2.0
2025-02-01,14:00:00,854.49,0.01,49.35,36.84,8.58,18.82,24.25,7.98,2.0
2025-02-01,15:00:00,907.9,0.06,51.41,23.6,9.54,21.75,29.09,10.39,2.0
2025-02-01,16:00:00,867.84,0.1,46.61,20.56,9.54,22.68,31.37,11.78,2.0
2025-02-01,17:00:00,814.44,0.08,40.44,21.99,8.82,21.46,30.19,12.03,2.0
2025-02-01,18:00:00,741.0,0.04,33.93,26.11,7.51,18.56,26.23,11.02,2.0
2025-02-01,19:00:00,600.81,0.0,23.31,37.91,6.08,14.74,20.65,9.25,2.0
2025-02-01,20:00:00,494.0,0.0,14.74,47.21,5.25,13.2,18.3,8.04,2.0
2025-02-01,21:00:00,447.27,0.0,10.62,50.78,4.89,12.91,17.63,5.19,2.0
2025-02-01,22:00:00,433.92,0.0,9.42,50.78,5.25,13.19,17.63,2.82,2.0
2025-02-01,23:00:00,447.27,0.0,9.77,47.92,5.72,13.83,17.9,2.12,2.0
2025-02-02,00:00:00,473.98,0.0,11.31,43.63,6.26,15.17,18.72,1.96,2.0
2025-02-02,01:00:00,540.73,0.01,15.94,37.55,7.09,17.49,21.17,2.03,2.0
2025-02-02,02:00:00,707.63,0.47,27.76,24.68,9.06,19.39,24.35,2.47,2.0
2025-02-02,03:00:00,881.2,7.15,32.22,20.56,11.8,22.8,28.66,3.01,2.0
2025-02-02,04:00:00,821.11,8.16,26.73,47.21,14.78,26.37,32.16,3.77,3.0
2025-02-02,05:00:00,767.71,6.31,22.96,75.82,17.4,29.64,35.75,4.62,3.0
2025-02-02,06:00:00,714.3,3.8,18.16,117.3,18.6,35.61,41.8,5.07,3.0
2025-02-02,07:00:00,413.89,1.34,6.68,121.59,8.94,20.55,23.29,2.12,3.0
2025-02-02,08:00:00,340.46,0.95,4.76,118.73,5.78,15.27,17.08,1.54,3.0
2025-02-02,09:00:00,317.1,0.91,4.54,113.01,4.71,13.18,14.8,1.5,3.0
2025-02-02,10:00:00,313.76,1.01,5.1,108.72,4.47,11.99,13.54,1.6,3.0
2025-02-02,11:00:00,330.45,1.19,6.68,104.43,4.71,11.8,13.46,1.92,3.0
2025-02-02,12:00:00,350.48,1.16,9.34,97.27,4.83,11.49,13.31,2.28,2.0
2025-02-02,13:00:00,554.08,0.34,29.47,76.53,7.03,15.58,19.03,5.26,2.0
2025-02-02,14:00:00,727.65,0.0,42.84,56.51,8.82,20.58,26.16,8.74,2.0
2025-02-02,15:00:00,767.71,0.0,42.5,44.35,9.42,23.4,30.36,10.39,2.0
2025-02-02,16:00:00,714.3,0.0,35.99,38.62,8.7,22.83,30.16,10.89,2.0
2025-02-02,17:00:00,634.19,0.0,28.1,40.77,7.63,20.97,27.72,10.01,2.0
2025-02-02,18:00:00,560.76,0.0,21.42,52.93,6.85,21.23,26.89,8.49,2.0
2025-02-02,19:00:00,494.0,0.0,15.94,65.8,6.5,23.61,28.33,7.28,2.0
2025-02-02,20:00:00,480.65,0.0,14.05,70.81,7.09,27.36,31.95,6.9,3.0
2025-02-02,21:00:00,467.3,0.0,12.0,75.82,7.33,31.29,36.09,5.83,3.0
2025-02-02,22:00:00,487.33,0.0,12.68,72.96,7.09,35.17,40.63,4.88,3.0
2025-02-02,23:00:00,540.73,0.0,15.42,64.37,6.91,38.88,45.16,3.86,3.0
2025-02-03,00:00:00,620.84,0.0,20.56,57.22,7.27,43.65,50.94,2.85,3.0
2025-02-03,01:00:00,821.11,0.03,35.64,42.92,8.46,50.0,58.83,2.82,3.0
2025-02-03,02:00:00,1308.44,4.64,68.55,13.95,10.97,58.96,70.02,3.36,4.0
2025-02-03,03:00:00,1869.2,32.19,74.71,13.77,13.11,65.09,77.25,3.58,4.0
2025-02-03,04:00:00,1842.5,36.21,65.8,27.18,14.42,57.59,68.37,5.19,4.0
2025-02-03,05:00:00,1441.96,21.68,52.78,46.49,15.5,47.33,57.2,7.73,3.0
2025-02-03,06:00:00,1001.36,9.39,36.67,85.12,15.74,40.31,49.15,7.6,3.0
2025-02-03,07:00:00,343.8,1.9,6.94,95.84,7.21,10.29,12.27,1.74,2.0
2025-02-03,08:00:00,303.75,1.3,5.06,97.27,5.42,7.9,9.15,1.36,2.0
2025-02-03,09:00:00,307.08,1.22,5.14,101.57,5.01,8.57,9.82,1.52,3.0
2025-02-03,10:00:00,320.43,1.31,6.0,103.0,5.36,9.59,11.02,1.79,3.0
2025-02-03,11:00:00,347.14,1.49,8.4,101.57,6.08,11.19,13.05,2.25,3.0
2025-02-03,12:00:00,373.84,1.26,11.82,92.98,6.44,12.08,14.3,2.6,2.0
2025-02-03,13:00:00,534.06,0.41,27.42,73.67,9.54,15.84,19.44,4.75,2.0
2025-02-03,14:00:00,634.19,0.0,33.93,58.65,11.44,20.35,25.58,6.84,2.0
2025-02-03,15:00:00,640.87,0.0,31.19,57.22,12.16,24.22,30.56,7.73,2.0
2025-02-03,16:00:00,607.49,0.0,26.73,60.8,11.68,27.32,34.42,8.11,3.0
2025-02-03,17:00:00,614.17,0.0,26.05,60.8,11.21,30.52,38.21,8.49,3.0
2025-02-03,18:00:00,620.84,0.0,26.73,60.08,10.73,34.01,41.88,8.61,3.0
2025-02-03,19:00:00,600.81,0.0,25.02,60.08,9.78,35.51,42.96,8.36,3.0
2025-02-03,20:00:00,554.08,0.0,20.91,60.08,8.94,35.32,42.31,8.36,3.0
2025-02-03,21:00:00,514.03,0.0,16.96,64.37,9.66,37.01,43.57,7.73,3.0
2025-02-03,22:00:00,514.03,0.0,15.25,68.66,11.44,44.32,50.97,6.71,3.0
2025-02-03,23:00:00,540.73,0.0,15.25,69.38,12.04,55.47,62.55,5.89,4.0
2025-02-04,00:00:00,600.81,0.0,17.82,69.38,12.04,68.99,76.57,4.62,4.0
2025-02-04,01:00:00,754.36,0.0,28.45,61.51,12.76,83.21,91.82,4.12,5.0
2025-02-04,02:00:00,1161.58,1.24,58.95,36.48,15.97,99.88,110.39,5.45,5.0
2025-02-04,03:00:00,1708.98,18.78,76.09,29.68,20.74,116.07,128.3,6.14,5.0
2025-02-04,04:00:00,1455.31,14.53,61.01,67.95,28.37,116.14,127.07,3.17,5.0
2025-02-04,05:00:00,1228.33,9.5,44.55,103.0,28.85,110.38,121.56,4.56,5.0
2025-02-04,06:00:00,1001.36,4.97,29.82,151.63,25.99,105.27,116.09,5.76,5.0
2025-02-04,07:00:00,403.88,1.33,6.94,125.89,9.54,35.36,38.23,1.06,3.0
2025-02-04,08:00:00,340.46,1.03,5.14,118.73,6.14,24.54,26.24,0.62,3.0
2025-02-04,09:00:00,333.79,1.02,5.18,115.87,5.72,23.87,25.53,0.58,3.0
2025-02-04,10:00:00,340.46,1.08,6.0,114.44,6.08,25.37,27.21,0.63,3.0
2025-02-04,11:00:00,363.83,1.17,8.31,110.15,6.68,26.45,28.46,0.9,3.0
2025-02-04,12:00:00,387.19,0.91,11.65,103.0,6.85,26.63,28.77,1.17,3.0
2025-02-04,13:00:00,554.08,0.28,26.73,83.68,10.01,31.62,34.94,3.04,3.0
2025-02-04,14:00:00,680.92,0.0,34.96,72.24,12.52,40.56,45.77,5.26,3.0
2025-02-04,15:00:00,720.98,0.0,34.62,72.96,13.95,50.41,57.27,6.71,4.0
2025-02-04,16:00:00,700.95,0.0,30.5,79.39,13.83,58.35,66.44,7.47,4.0
2025-02-04,17:00:00,654.22,0.0,25.7,86.55,12.87,62.67,71.03,7.28,4.0
2025-02-04,18:00:00,594.14,0.0,21.08,92.98,11.8,62.85,70.53,6.33,4.0
2025-02-04,19:00:00,567.44,0.0,18.51,97.27,11.32,64.68,71.88,6.02,4.0
2025-02-04,20:00:00,574.11,0.0,17.14,92.98,11.09,68.43,75.92,7.03,4.0
2025-02-04,21:00:00,574.11,0.0,14.39,95.84,11.68,74.7,82.38,7.28,4.0
2025-02-04,22:00:00,587.46,0.0,13.02,97.27,12.99,83.79,91.63,6.65,5.0
2025-02-04,23:00:00,607.49,0.0,12.68,98.71,14.42,91.49,99.31,5.7,5.0
